,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
377,Pangnirtung,66.15,-65.71,46.4,93,75,14.99,CA,1595285391
378,Sumbawanga,-7.97,31.62,53.6,81,5,10.29,TZ,1595285392
379,Hofn,64.25,-15.21,51.87,77,57,1.74,IS,1595285350
380,Pokaran,26.92,71.92,86.0,67,12,23.76,IN,1595285392
381,Koygorodok,60.45,51.0,59.81,77,71,8.32,RU,1595285392
382,Kokopo,-4.35,152.26,83.07,71,34,8.68,PG,1595285392
383,Arman',59.7,150.17,64.47,57,0,3.96,RU,1595285393
384,Palmer,42.16,-72.33,91.4,41,40,10.29,US,1595285393
385,Ugoofaaru,5.67,73.0,82.85,77,100,20.65,MV,1595285393
386,Barela,23.1,80.05,79.9,82,100,6.85,IN,1595285393
387,Konstantinovka,49.62,127.98,69.28,49,4,6.82,RU,1595285393
388,Lázaro Cárdenas,17.96,-102.2,85.28,73,19,11.27,MX,1595285393
389,Isabela,6.71,121.97,79.93,78,91,1.1,PH,1595285393
390,Baltasi,56.35,50.21,58.51,92,0,5.39,RU,1595285393
391,Morant Bay,17.88,-76.41,82.0,83,75,11.41,JM,1595285394
392,Motema,8.6,-11.03,70.18,99,94,2.24,SL,1595285394
393,Reftinskiy,57.09,61.68,59.0,100,40,11.18,RU,1595285394
394,Tual,-5.67,132.75,79.3,84,66,18.9,ID,1595285394
395,Taltal,-25.4,-70.48,60.13,68,100,3.42,CL,1595285173
396,Terre Haute,39.47,-87.41,84.2,54,1,3.36,US,1595285336
397,Koson,39.04,65.58,82.4,30,0,9.17,UZ,1595285394
398,Donskoye,45.46,41.97,77.0,53,2,8.95,RU,1595285395
399,Havelock,34.88,-76.9,87.01,79,7,13.0,US,1595285395
400,Ternate,0.8,127.4,80.64,76,43,3.27,ID,1595285395
401,Coahuayana Viejo,18.73,-103.68,86.0,66,75,17.22,MX,1595285365
402,Vestmannaeyjar,63.44,-20.27,50.47,74,0,4.38,IS,1595285395
403,Morehead,37.27,-87.18,75.2,100,90,11.41,US,1595285395
404,Innisfail,-17.53,146.03,61.0,98,100,5.99,AU,1595285376
405,Pemangkat,1.17,108.97,75.58,89,77,4.68,ID,1595285395
406,Rondonópolis,-16.47,-54.64,75.56,39,0,3.58,BR,1595285396
407,Oktyabr'skiy,54.48,53.47,58.8,90,0,3.22,RU,1595285396
408,Klyuchi,52.27,79.17,66.56,92,95,7.65,RU,1595285396
409,Kwang Binh,17.48,106.6,81.0,78,100,4.27,VN,1595285396
410,Cockburn Town,21.46,-71.14,83.41,77,8,19.95,TC,1595285396
411,Bodaybo,57.85,114.19,51.35,88,100,4.52,RU,1595285396
412,Tashara,55.52,83.51,56.75,98,48,8.37,RU,1595285396
413,Arrondissement du Havre,49.58,0.33,57.2,82,0,8.05,FR,1595285396
414,Lyuban',52.8,28.0,60.84,86,0,4.52,BY,1595285397
415,Carutapera,-1.2,-46.02,76.64,85,59,6.35,BR,1595285097
416,Snezhnogorsk,69.19,33.25,68.0,68,87,2.24,RU,1595285397
417,Nioro,13.35,-15.75,78.8,86,100,8.19,GM,1595285397
418,Lüderitz,-26.65,15.16,62.6,33,0,3.36,NA,1595285397
419,Brønnøysund,65.46,12.2,51.8,87,84,4.7,NO,1595285397
420,Pinawa,50.15,-95.88,73.8,48,96,3.06,CA,1595285397
421,Nouadhibou,20.93,-17.03,77.0,78,0,3.36,MR,1595285398
422,Auriflama,-20.69,-50.55,71.29,48,0,5.82,BR,1595285398
423,Richards Bay,-28.78,32.04,58.59,83,0,7.16,ZA,1595285336
424,Haines Junction,60.75,-137.51,66.38,46,75,10.29,CA,1595285398
425,Murgab,37.5,61.97,84.2,30,0,4.7,TM,1595285398
426,Katherine,-14.47,132.27,59.0,41,27,6.93,AU,1595285398
427,Florence,43.77,11.25,73.4,78,0,4.7,IT,1595285307
428,Resistencia,-27.46,-58.98,80.6,42,100,10.29,AR,1595285399
429,Chokurdakh,70.63,147.92,77.43,39,73,14.36,RU,1595285399
430,Lampazos de Naranjo,27.02,-100.52,97.97,25,7,12.82,MX,1595285399
431,Berlevåg,70.86,29.09,56.66,87,100,7.67,NO,1595285374
432,Valparaíso,-33.04,-71.63,57.2,93,75,6.93,CL,1595285185
433,Baie-Comeau,49.22,-68.15,80.6,44,75,25.28,CA,1595285261
434,Sarāhan,31.52,77.8,59.56,71,31,0.69,IN,1595285399
435,Acapulco de Juárez,16.86,-99.89,87.8,74,75,10.29,MX,1595285400
436,Nurota,40.56,65.69,80.6,24,0,4.7,UZ,1595285142
437,Maniitsoq,65.42,-52.9,48.83,91,100,6.2,GL,1595285400
438,Ames,42.03,-93.62,80.6,65,20,5.82,US,1595285400
439,Hirado,33.36,129.55,82.99,88,75,4.7,JP,1595285400
440,Praia da Vitória,38.73,-27.07,69.8,73,75,4.72,PT,1595285312
441,Los Llanos de Aridane,28.66,-17.92,73.4,69,20,20.8,ES,1595285400
442,Huilong,31.81,121.66,81.0,95,98,1.01,CN,1595285401
443,Vostok,46.49,135.88,59.88,100,100,1.57,RU,1595285401
444,Nome,64.5,-165.41,55.0,93,90,8.05,US,1595285401
445,Shenjiamen,29.96,122.3,78.51,93,98,15.23,CN,1595285401
446,Santa Maria,-29.68,-53.81,68.68,85,100,5.32,BR,1595285401
447,Isangel,-19.55,169.27,73.4,56,36,6.93,VU,1595285401
448,Winchester,51.07,-1.32,57.99,62,4,2.24,GB,1595285402
449,Arco,45.92,10.89,73.0,100,90,1.77,IT,1595285402
450,Tubualá,9.52,-79.03,82.4,88,75,4.7,PA,1595285402
451,Zhezkazgan,47.8,67.71,74.79,34,1,6.78,KZ,1595285402
452,Winnemucca,40.97,-117.74,100.4,7,1,12.75,US,1595285402
453,Yar-Sale,66.83,70.83,57.79,64,93,7.0,RU,1595285403
454,Oranjestad,12.52,-70.03,86.0,74,20,25.28,AW,1595285242
455,Harrismith,-28.27,29.13,37.63,56,0,1.3,ZA,1595285403
456,Fărcaș,44.6,23.75,66.99,82,0,6.93,RO,1595285403
457,Olafsvik,64.89,-23.71,49.48,75,44,3.42,IS,1595285403
458,Muleba,-1.84,31.65,66.2,82,20,3.91,TZ,1595285403
459,Karratha,-20.74,116.85,64.33,55,0,11.54,AU,1595285403
460,Nuuk,64.18,-51.72,50.0,81,100,3.36,GL,1595285388
461,Bayan,46.08,127.4,71.01,67,28,7.23,CN,1595285404
462,Taoudenni,22.68,-3.98,98.58,23,7,15.59,ML,1595285118
463,Bartica,6.4,-58.62,82.4,74,20,9.17,GY,1595285404
464,Maragogi,-9.01,-35.22,74.17,73,27,11.79,BR,1595285404
465,Iranshahr,27.2,60.68,89.58,12,20,5.64,IR,1595285404
466,Oranjemund,-28.55,16.43,63.09,39,0,4.65,NA,1595285161
467,Luganville,-15.53,167.17,75.2,69,20,1.12,VU,1595285405
468,Maraã,-1.83,-65.37,79.12,70,85,1.77,BR,1595285405
469,Port Macquarie,-31.43,152.92,48.99,69,13,9.24,AU,1595285405
470,Yerbogachën,61.28,108.01,55.63,70,43,4.68,RU,1595285405
471,Feldkirchen an der Donau,48.35,14.05,66.0,88,0,1.12,AT,1595285405
472,Baruun-Urt,46.68,113.28,62.28,51,38,12.62,MN,1595285405
473,Kawardha,22.02,81.25,81.34,74,100,8.21,IN,1595285405
474,Buala,-8.14,159.59,82.11,80,41,9.53,SB,1595285395
475,Honningsvåg,70.98,25.97,53.49,92,88,4.0,NO,1595285406
476,Zheleznodorozhnyy,55.75,38.0,64.0,88,99,4.47,RU,1595285406
477,Mampong,7.06,-1.4,70.3,96,98,7.18,GH,1595285406
478,Saint-Augustin,51.23,-58.65,60.76,95,100,12.08,CA,1595285406
479,Xam Nua,20.42,104.04,67.66,94,100,1.16,LA,1595285406
480,Oistins,13.07,-59.53,82.4,69,20,19.46,BB,1595285306
481,Albion,42.24,-84.75,80.01,54,1,10.29,US,1595285407
482,Japura,-0.32,102.35,72.72,98,40,2.19,ID,1595285407
483,Aksay,47.26,39.87,70.0,72,42,4.47,RU,1595285407
484,Cambridge,43.36,-80.31,77.0,69,40,14.99,CA,1595285267
485,Urusha,54.05,122.9,54.0,90,6,4.0,RU,1595285407
486,Farafangana,-22.82,47.83,66.51,63,97,3.62,MG,1595285407
487,Boddam,57.47,-1.78,54.0,87,90,6.93,GB,1595285408
488,Freetown,8.48,-13.23,75.69,91,100,11.59,SL,1595285408
489,Warrnambool,-38.38,142.48,43.0,96,100,7.94,AU,1595285408
490,Kathu,7.92,98.33,84.0,100,20,1.12,TH,1595285408
491,Puri,19.8,85.85,82.4,94,75,11.41,IN,1595285408
492,Cayenne,4.93,-52.33,80.6,83,20,3.36,GF,1595285408
493,Almeria,37.17,-2.33,80.6,54,25,12.75,ES,1595285408
494,Bathsheba,13.22,-59.52,82.4,69,20,19.46,BB,1595285317
495,Egvekinot,66.32,-179.17,50.61,60,70,2.82,RU,1595285409
496,Saint-François,46.42,3.91,71.01,60,37,3.85,FR,1595285409
497,Alugan,12.22,125.48,83.48,81,99,2.86,PH,1595285409
498,Chhabra,24.67,76.83,82.83,74,100,10.16,IN,1595285409
499,Krasnosel'kup,65.7,82.47,54.36,61,100,4.76,RU,1595285409
500,Leshukonskoye,64.9,45.76,56.84,83,0,4.56,RU,1595285410
501,General Pico,-35.66,-63.76,56.66,78,98,9.06,AR,1595285159
502,Inhambane,-23.86,35.38,66.9,67,81,5.28,MZ,1595285410
503,Bazarnyy Syzgan,53.75,46.75,56.53,95,0,5.59,RU,1595285410
504,Nouna,12.73,-3.87,81.41,67,63,7.34,BF,1595285410
505,Calbuco,-41.77,-73.13,50.0,81,90,5.82,CL,1595285410
506,Banda Aceh,5.56,95.32,79.59,78,92,1.86,ID,1595285403
507,Mossamedes,-15.2,12.15,65.91,65,6,2.15,AO,1595285411
508,Tonota,-21.48,27.48,47.16,86,0,5.77,BW,1595285411
509,Capaci,38.17,13.24,77.0,65,0,8.05,IT,1595285411
510,Kristiansund,63.11,7.73,51.8,76,80,19.46,NO,1595285411
511,Médéa,36.26,2.75,71.6,88,0,3.36,DZ,1595285411
512,Privolnyy,44.1,46.66,77.74,73,28,5.06,RU,1595285411
513,Lethem,3.38,-59.8,78.15,83,96,4.18,GY,1595285393
514,Qaqortoq,60.72,-46.03,60.8,38,1,8.05,GL,1595285412
515,Gillette,44.29,-105.5,78.8,36,75,16.11,US,1595285412
516,Mujiayingzi,42.12,118.78,70.18,53,85,0.94,CN,1595285412
517,Kainantu,-6.29,145.87,66.97,78,40,2.17,PG,1595285412
518,Mehamn,71.04,27.85,55.13,94,100,7.14,NO,1595285412
519,Margate,51.38,1.39,59.0,69,11,1.01,GB,1595285401
520,Mutum,-19.8,-41.44,67.98,72,42,1.88,BR,1595285411
521,Catió,11.28,-15.25,77.59,89,100,10.74,GW,1595285413
522,Trincomalee,8.57,81.23,81.63,71,99,11.25,LK,1595285413
523,Omsukchan,62.53,155.8,65.5,51,0,4.97,RU,1595285413
524,Kindu,-2.95,25.95,70.39,58,0,1.61,CD,1595285413
525,Mazamari,-11.33,-74.53,77.31,51,11,1.23,PE,1595285413
526,Kayerkan,69.35,87.76,50.0,100,90,8.95,RU,1595285413
527,Pankrushikha,53.83,80.34,60.42,95,95,8.03,RU,1595285413
528,Terråk,65.09,12.37,51.8,87,96,4.7,NO,1595285414
529,Jacmel,18.23,-72.53,86.0,66,40,6.93,HT,1595285414
530,Bundaberg,-24.85,152.35,64.0,62,100,6.93,AU,1595285131
531,Cēsis,57.31,25.27,59.0,86,26,1.01,LV,1595285414
532,Artyom,40.47,50.33,78.8,88,0,4.7,AZ,1595285414
533,Ponazyrevo,58.36,46.31,62.31,98,89,5.7,RU,1595285414
534,Lypova Dolyna,50.56,33.8,61.25,75,0,2.95,UA,1595285355
535,Tongliao,43.61,122.27,74.59,35,1,6.62,CN,1595285415
536,Astoria,46.19,-123.83,69.8,64,1,11.41,US,1595285415
537,Atambua,-9.11,124.89,69.53,81,57,4.72,ID,1595285415
538,Urubichá,-15.38,-62.95,79.18,51,33,1.9,BO,1595285415
539,Te Anau,-45.42,167.72,44.6,87,91,3.15,NZ,1595285415
540,Hobyo,5.35,48.53,77.29,73,64,25.37,SO,1595285138
541,Kenai,60.55,-151.26,66.2,63,20,11.41,US,1595285415
542,Chapais,49.78,-74.85,60.8,72,90,16.11,CA,1595285415
543,Hambantota,6.12,81.12,75.2,100,75,10.13,LK,1595285128
544,Leopoldina,-21.53,-42.64,66.45,75,0,0.92,BR,1595285416
545,Bima,-8.47,118.72,73.24,87,22,2.93,ID,1595285416
546,Nauta,-4.51,-73.58,75.97,92,68,0.04,PE,1595285416
547,Teleneşti,47.5,28.37,63.0,93,54,4.7,MD,1595285416
548,Guane,22.2,-84.09,84.45,74,80,5.99,CU,1595285416
549,Kinablangan,7.69,126.55,80.04,75,40,3.38,PH,1595285416
550,Mildura,-34.2,142.15,39.2,100,94,5.82,AU,1595285416
551,Petropavlovsk-Kamchatskiy,53.05,158.65,57.2,87,75,4.47,RU,1595285417
552,Port Hardy,50.7,-127.42,62.6,88,40,10.29,CA,1595285123
553,Shwebo,22.57,95.7,78.08,86,100,8.97,MM,1595285417
554,Tutóia,-2.76,-42.27,77.36,85,95,5.06,BR,1595285417
